Rank,Name,World,Credits,Victories
1,Saboree Catboy,Spriggan [Chaos],3969,259
2,Scarlet Rose,Spriggan [Chaos],3954,327
3,Loty Coldwind,Twintania [Light],3602,158
4,Slayn Lockmeier,Ragnarok [Chaos],3295,187
5,Cat Wife,Zodiark [Light],3135,64
6,Cliffe Zanza,Spriggan [Chaos],2972,260
7,Crow Xo,Zodiark [Light],2630,124
8,Ange Melrose,Omega [Chaos],2561,203
9,Maarato Cookie,Twintania [Light],2528,153
10,Lucy Lumi,Louisoix [Chaos],2463,95
11,Sice Seven,Moogle [Chaos],2383,194
12,Yamizura Kumozuma,Twintania [Light],2179,97
13,Ase Escadora,Alpha [Light],2152,169
14,Akari Tsuki,Louisoix [Chaos],2068,95
15,Miyu Edelfelt,Phoenix [Light],2036,157
16,Tsukuyo Ritlas,Odin [Light],2011,62
17,Lex'ander Wayfarer,Odin [Light],1894,245
18,Auelin Fae,Zodiark [Light],1875,29
19,Sheidyn Windsor,Omega [Chaos],1598,342
20,Raiden Thorne,Zodiark [Light],1589,70
21,Lybel Alyborias,Louisoix [Chaos],1581,141
22,Snap Ringer,Omega [Chaos],1510,34
23,Yun' Yun,Cerberus [Chaos],1501,121
24,Death Fury,Ragnarok [Chaos],1404,70
25,Zot To,Cerberus [Chaos],1394,63
26,Meryll Enetari,Cerberus [Chaos],1356,195
27,Vanilla Blossom,Moogle [Chaos],1301,77
28,Streaming Badboy,Odin [Light],1297,104
29,Milk Jds,Zodiark [Light],1277,132
30,Xen Thique,Odin [Light],1226,121
31,Miyu Moon,Moogle [Chaos],1203,20
32,Gaspard Deguingoix,Moogle [Chaos],1202,130
33,Ny Aa,Zodiark [Light],1195,35
34,Deadrise Mutombo,Ragnarok [Chaos],1127,60
35,Shadow Aya,Zodiark [Light],1104,140
36,Luca Natura,Omega [Chaos],1103,89
37,Ten Gil,Louisoix [Chaos],1095,149
38,Serafina Cocoapuff,Lich [Light],1008,145
39,Xiex Xie,Zodiark [Light],997,99
40,Victoria Nyala,Phoenix [Light],991,111
41,Yhren Vhal,Odin [Light],991,75
42,Shia Sun,Odin [Light],986,46
43,Imy Pure,Cerberus [Chaos],907,16
44,Paranpu Leporine,Omega [Chaos],895,174
45,Sweet Light,Spriggan [Chaos],893,24
46,Farnese Astrope,Odin [Light],813,61
47,Taiya Li,Phoenix [Light],812,55
48,Sunie Dakwhil,Twintania [Light],809,106
49,Pre Purify,Spriggan [Chaos],795,25
50,Resilla Frostflow,Cerberus [Chaos],793,73
51,Based Miqote,Twintania [Light],791,115
52,Dalik Mathis,Ragnarok [Chaos],791,40
53,Leedo Dale,Zodiark [Light],790,339
54,Blue Cat,Twintania [Light],788,47
55,Enrei Esthule,Lich [Light],786,53
56,Tay Talenath,Raiden [Light],783,138
57,Gamba Winner,Cerberus [Chaos],777,132
58,Neo Saladin,Alpha [Light],702,81
59,Memento Mo'ri,Ragnarok [Chaos],701,93
60,Jacob Brandford,Twintania [Light],699,82
61,Khorasan Ataraxia,Shiva [Light],697,240
62,Mer Lin,Spriggan [Chaos],693,40
63,Zyther Zero,Alpha [Light],686,76
64,Lhei Tayun,Zodiark [Light],605,151
65,Serenity Winecow,Omega [Chaos],603,146
66,Gene Nefreya,Cerberus [Chaos],600,37
67,Kimbi Aoe,Shiva [Light],598,125
68,Snow Wishzz,Cerberus [Chaos],594,99
69,Yorda Dormin,Phantom [Chaos],594,86
70,Holos Ymir,Cerberus [Chaos],507,52
71,Sotek Scherwil,Twintania [Light],506,44
72,Nimui Moonmoon,Zodiark [Light],505,184
73,Redoh Snowh,Raiden [Light],503,103
74,Ovan Armor,Ragnarok [Chaos],503,69
75,Robin Baltemys,Odin [Light],503,39
76,Strom Valentine,Cerberus [Chaos],503,35
77,Rei Nara,Ragnarok [Chaos],502,106
78,Madelynn Veil,Omega [Chaos],501,68
79,Feri De,Twintania [Light],498,133
80,Roomi Mae,Raiden [Light],498,78
81,Makoto Kurusu,Alpha [Light],496,48
82,Melinoe Mei,Odin [Light],493,54
83,The Phasebreaker,Ragnarok [Chaos],403,79
84,Hyzenthlay Efrafa,Ragnarok [Chaos],401,33
85,Sarah Pelepas,Twintania [Light],399,100
86,Aura Sphere,Zodiark [Light],399,10
87,Brian Ricardo,Zodiark [Light],397,57
88,Celian Kredor,Omega [Chaos],393,128
89,Delzor Waka,Odin [Light],390,11
90,Altrios Alrun,Odin [Light],301,24
91,Myst Freyja,Omega [Chaos],300,54
92,Yamakaji Edo'sen,Moogle [Chaos],299,92
93,Tensei Kaiten,Raiden [Light],298,68
94,Shimori Bunihara,Raiden [Light],298,59
95,Wilson D'ball,Phantom [Chaos],297,48
96,Ellentir Sergearis,Spriggan [Chaos],296,43
97,Sophia Ariadne,Odin [Light],281,37
98,Sin Mirrorslave,Raiden [Light],206,1
99,Mamiyama Kamimama,Spriggan [Chaos],203,11
100,Roy Dimgao,Omega [Chaos],201,68
101,Mono Lith,Omega [Chaos],201,58
102,Way Shi,Moogle [Chaos],200,106
103,Asphal Flaye,Lich [Light],200,105
104,Vaal Haigha,Alpha [Light],200,99
105,Nefia Kye,Phantom [Chaos],200,87
106,Brindacier Alomon,Phoenix [Light],200,71
107,Aeo We,Ragnarok [Chaos],200,15
108,Luna Everlight,Phantom [Chaos],199,19
109,Carrot Papi,Alpha [Light],199,18
110,Jeppe Zasaki,Zodiark [Light],195,38
111,Fygqhzr Zhgfjhh,Phantom [Chaos],106,38
112,Vir Amantium,Twintania [Light],100,321
113,Joseph Wolfkin,Louisoix [Chaos],100,210
114,Etro Yun'vera,Cerberus [Chaos],100,180
115,Chojin Ashina,Shiva [Light],100,176
116,Lu Ni,Cerberus [Chaos],100,168
117,Mestari Kalastaja,Omega [Chaos],100,166
118,Leo Wolfram,Twintania [Light],100,162
119,Lins Rehw-marouc,Odin [Light],100,157
120,Scarlet Elsa,Alpha [Light],100,149
121,Leara Lunandra,Ragnarok [Chaos],100,141
122,Akurei Amotanius,Odin [Light],100,139
123,Vermilion Rose,Phantom [Chaos],100,112
124,Blankit Memezan,Louisoix [Chaos],100,107
125,Riseon Misha,Zodiark [Light],100,106
126,Zhinna Maya,Odin [Light],100,98
127,Ino Based,Alpha [Light],100,91
128,Paper Planes,Raiden [Light],100,90
129,A'dyalani Sato,Odin [Light],100,81
129,Volunna Vanih,Odin [Light],100,81
131,Catlisaie Leveilleur,Sagittarius [Chaos],100,74
132,Eve Naeuri,Sagittarius [Chaos],100,73
133,Krek Highwind,Sagittarius [Chaos],100,72
134,Alex Rider,Alpha [Light],100,69
135,Yuripa Arashi,Shiva [Light],100,68
136,Autuas Au,Phantom [Chaos],100,66
137,Mohli Pestyg,Odin [Light],100,63
138,Diggoo Jumalxtenlavis,Zodiark [Light],100,61
139,Sakurane Zero'yuurai,Ragnarok [Chaos],100,58
140,Wind-up Chance,Moogle [Chaos],100,57
141,Fa Fo,Twintania [Light],100,55
142,Wimp Lo,Zodiark [Light],100,52
143,Krist Otaku,Phoenix [Light],100,49
144,Rhen Veydris,Odin [Light],100,46
144,Runa Dreadblade,Alpha [Light],100,46
146,Lunaelumen Heartless,Phoenix [Light],100,39
146,Wept Sama,Louisoix [Chaos],100,39
148,Erion Hein,Twintania [Light],100,36
149,Two Koma,Zodiark [Light],100,34
150,Fel Kartof,Spriggan [Chaos],100,32
150,Ossim Numine,Spriggan [Chaos],100,32
152,Brutal Killer,Raiden [Light],100,27
153,Lunari Lanuri,Zodiark [Light],100,26
154,Mhia Mewrilah,Omega [Chaos],100,23
155,Yuumi Fish,Cerberus [Chaos],100,12
156,Mori Ketsuyoku,Zodiark [Light],100,10
157,Lyrai Z'ers,Moogle [Chaos],100,0
158,Sayuri Maeshima,Omega [Chaos],★★★,138
159,Erzengel Lucifer,Odin [Light],★★★,98
160,Nicco Sushi,Alpha [Light],★★★,90
161,Maki Hawke,Sagittarius [Chaos],★★★,71
162,Remes Yveltar,Odin [Light],★★★,42
163,Aris Oz,Zodiark [Light],★★★,31
164,Kaido Joestar,Phantom [Chaos],★★★,13
165,Tyr Neriak,Omega [Chaos],★★★,11
166,Lina Sunstar,Spriggan [Chaos],★★☆,171
167,Artemis Animalis,Shiva [Light],★★☆,163
168,Ye Jin,Alpha [Light],★★☆,135
169,Rave Bae,Alpha [Light],★★☆,103
170,Irene Aubrenard,Odin [Light],★★☆,83
171,Mirajane Hylian,Omega [Chaos],★★☆,69
172,Tarutella Goldfish,Phoenix [Light],★★☆,37
173,Red Fluffy,Shiva [Light],★★☆,32
174,Evaline Ra-kaifu,Alpha [Light],★★☆,18
175,Lo Enha,Moogle [Chaos],★☆☆,270
176,Seraban Mistodisushi,Omega [Chaos],★☆☆,199
177,Vyra Karbon,Alpha [Light],★☆☆,94
178,Lil Hefty,Sagittarius [Chaos],★☆☆,92
179,Marain Kousaka,Omega [Chaos],★☆☆,63
180,Sakura Hanami,Phoenix [Light],★☆☆,57
181,Neppie Nen,Phoenix [Light],★☆☆,43
182,Smoothie Sour,Zodiark [Light],★☆☆,40
183,Naja Hena,Phantom [Chaos],★☆☆,35
184,Isca Mog,Zodiark [Light],★☆☆,18
185,Senra Locke,Sagittarius [Chaos],★☆☆,15
186,Leni Inora,Alpha [Light],★★★,116
187,Bibi'ing Bobo'ing,Zodiark [Light],★★★,104
188,Naomi Miya,Sagittarius [Chaos],★★★,73
189,Totsu Geki,Spriggan [Chaos],★★★,50
190,Xayah Highwind,Twintania [Light],★★★,34
191,Malf Tribal,Ragnarok [Chaos],★★★,21
192,Noctis Lucis-caellum,Shiva [Light],★★☆,105
193,Kihn Shirudo,Spriggan [Chaos],★★☆,49
194,Ka La,Ragnarok [Chaos],★★☆,37
195,Kazuhio Nisshoku,Lich [Light],★★☆,16
196,Erika Avellana,Alpha [Light],★☆☆,258
197,Alice Kittimo,Cerberus [Chaos],★☆☆,143
198,Mani Moo,Odin [Light],★☆☆,114
199,Zero Mercy,Odin [Light],★☆☆,113
200,Edward Shadowstrike,Lich [Light],★☆☆,111
201,Lu Mi,Alpha [Light],★☆☆,89
202,Shoco Jin,Moogle [Chaos],★☆☆,87
203,Cecilia Wright,Omega [Chaos],★☆☆,54
204,Zim Brinstar,Odin [Light],★☆☆,35
205,Tiranna Reinford,Moogle [Chaos],★☆☆,33
206,Lishia Reid,Raiden [Light],★☆☆,23
207,Lyrian Locke,Sagittarius [Chaos],★☆☆,11
208,Leona Meshishi,Twintania [Light],★★★,148
209,Or'wal Drexar,Twintania [Light],★★★,119
210,Noble Lion,Raiden [Light],★★★,91
211,Nayt Eclipse,Twintania [Light],★★★,85
212,Ai Ka',Ragnarok [Chaos],★★★,65
213,Joseph Fleurer,Moogle [Chaos],★★★,29
214,Alt For-pvp,Omega [Chaos],★★★,13
215,Red Darkmoon,Raiden [Light],★★☆,157
216,Angela Sunseeker,Louisoix [Chaos],★★☆,109
217,Al Pagu,Raiden [Light],★★☆,80
218,Moe Idles,Louisoix [Chaos],★★☆,65
219,Ronka Wolfborn,Twintania [Light],★★☆,33
220,Nesma Whitaker,Zodiark [Light],★★☆,32
221,Taivas L'tulta,Odin [Light],★★☆,13
222,Monchegorec Granddad,Cerberus [Chaos],★☆☆,260
223,Mimiko Moeka,Zodiark [Light],★☆☆,169
224,Yoe Lleufyn,Phoenix [Light],★☆☆,138
225,Franziska Hatia,Moogle [Chaos],★☆☆,134
226,Spedah Sashihai,Phantom [Chaos],★☆☆,130
227,Charon Tesar,Shiva [Light],★☆☆,116
228,Zaros Xaostheristis,Cerberus [Chaos],★☆☆,93
229,Myriil Elwarin,Phoenix [Light],★☆☆,83
230,Airi Rhitik,Moogle [Chaos],★☆☆,82
231,Fandrix Shadowsong,Louisoix [Chaos],★☆☆,74
232,Tung Kniv,Spriggan [Chaos],★☆☆,59
233,Cecile'to Lowell,Lich [Light],★☆☆,45
234,Sifa Zhwan,Zodiark [Light],★☆☆,30
235,Ultimo Tower,Odin [Light],★☆☆,19
236,Thor Strom,Cerberus [Chaos],★☆☆,9
237,Lylia Venis,Moogle [Chaos],★☆☆,6
238,Tayumii Valestein,Ragnarok [Chaos],★★★,205
239,Crigher Yukimura,Omega [Chaos],★★★,154
240,Renna Vorak,Raiden [Light],★★★,109
241,Carathiel Shinoburi,Zodiark [Light],★★★,88
242,Nando's Chicken,Alpha [Light],★★★,67
243,H'astya Edh,Louisoix [Chaos],★★★,64
244,Toothy Saberfang,Ragnarok [Chaos],★★★,42
245,Sho'zhirr Shizahi-jo,Phoenix [Light],★★★,20
246,Phaey Yeon,Moogle [Chaos],★★★,17
247,Sweet Suffering,Alpha [Light],★★☆,149
248,Decha Kirk,Moogle [Chaos],★★☆,115
248,Toichi Todomeki,Zodiark [Light],★★☆,115
250,Varyana Sunborn,Zodiark [Light],★★☆,55
